source,target,value
Amtsanwaltschaft Berlin,Senatsverwaltung für Kultur und Europa,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Pflanzenschutzamt Berlin,162
Handwerksinnungen,Ärztekammer Berlin,18
Verfassungsgerichtshof des Landes Berlin,Landesverwaltungsamt,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Steuerberaterkammer Berlin,0
Pflanzenschutzamt Berlin,Kassenzahnärztliche Vereinigung Berlin,0
Technische Universität Berlin,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Verkehrslenkung Berlin,Handwerksinnungen,0
Unfallkasse Berlin,Handwerksinnungen,0
Finanzamt Charlottenburg,Verkehrslenkung Berlin,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Amtsanwaltschaft Berlin,0
Wiedergutmachungsämter von Berlin,Steuerberaterkammer Berlin,0
Stiftung Stadtmuseum Berlin,Berliner Bäderbetriebe,126
Finanzamt Reinickendorf,Finanzamt Reinickendorf,0
Justizvollzugsanstalt für Frauen Berlin,Finanzamt Friedrichshain-Kreuzberg,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Finanzamt Friedrichshain-Kreuzberg,0
Steuerberaterkammer Berlin,Abgeordnetenhaus von Berlin,0
Finanzamt Marzahn-Hellersdorf,Unfallkasse Berlin,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Bezirksamt Pankow,0
Senatsverwaltung für Kultur und Europa,Wohnraumversorgung Berlin,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Bezirksamt Spandau,0
Pestalozzi-Fröbel-Haus,Bezirksamt Reinickendorf,0
Amtsgericht Lichtenberg,Bezirksamt Reinickendorf,0
Deutsche Klassenlotterie Berlin,Berliner Wasserbetriebe (BWB),0
Landesarbeitsgericht Berlin-Brandenburg,Pflanzenschutzamt Berlin,0
Berliner Wasserbetriebe (BWB),Amtsgericht Lichtenberg,0
Wohnraumversorgung Berlin,Berliner Wasserbetriebe (BWB),0
Polizei Berlin,Verkehrslenkung Berlin,126
Bezirksamt Spandau,Abgeordnetenhaus von Berlin,0
Berliner Bäderbetriebe,Finanzamt Friedrichshain-Kreuzberg,0
Kassenzahnärztliche Vereinigung Berlin,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Ärztekammer Berlin,Stiftung Bröhan-Museum,0
Amtsgericht Spandau,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Stiftung Stadtmuseum Berlin,0
Bezirksamt Reinickendorf,Stiftung Stadtmuseum Berlin,0
Landesverwaltungsamt,Stiftung Preußischer Kulturbesitz,0
Investitionsbank Berlin,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Finanzamt Friedrichshain-Kreuzberg,Abgeordnetenhaus von Berlin,0
Verwaltungsgericht Berlin,Landesverwaltungsamt,0
Senatsverwaltung für Finanzen,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Maxim Gorki Theater,Polizei Berlin,0
Stiftung Preußischer Kulturbesitz,Bezirksamt Spandau,0
Jugendstrafanstalt Berlin,Verfassungsgerichtshof des Landes Berlin,0
Finanzamt Lichtenberg,Pestalozzi-Fröbel-Haus,0
Bezirksamt Pankow,Justizvollzugsanstalt für Frauen Berlin,0
Abgeordnetenhaus von Berlin,Stiftung Bröhan-Museum,0
Finanzamt für Körperschaften II,Investitionsbank Berlin,0
Bezirksamt Mitte,Bezirksamt Reinickendorf,0
Stiftung Bröhan-Museum,Polizei Berlin,0
Landesfinanzservice (inkl. Landeshauptkasse),Bezirksamt Pankow,0
Amtsanwaltschaft Berlin,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Bezirksamt Pankow,0
Handwerksinnungen,Wohnraumversorgung Berlin,0
Verfassungsgerichtshof des Landes Berlin,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,36
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Berliner Wasserbetriebe (BWB),0
Pflanzenschutzamt Berlin,Senatsverwaltung für Finanzen,0
Technische Universität Berlin,Unfallkasse Berlin,126
Verkehrslenkung Berlin,Technische Universität Berlin,0
Unfallkasse Berlin,Finanzamt Lichtenberg,0
Finanzamt Charlottenburg,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Wiedergutmachungsämter von Berlin,0
Wiedergutmachungsämter von Berlin,Stiftung Preußischer Kulturbesitz,0
Stiftung Stadtmuseum Berlin,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,90
Finanzamt Reinickendorf,Senatsverwaltung für Finanzen,0
Justizvollzugsanstalt für Frauen Berlin,Amtsgericht Spandau,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Senatsverwaltung für Kultur und Europa,0
Steuerberaterkammer Berlin,Pflanzenschutzamt Berlin,0
Finanzamt Marzahn-Hellersdorf,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Stiftung Stadtmuseum Berlin,0
Senatsverwaltung für Kultur und Europa,Finanzamt Marzahn-Hellersdorf,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Unfallkasse Berlin,0
Pestalozzi-Fröbel-Haus,Technische Universität Berlin,0
Amtsgericht Lichtenberg,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),90
Deutsche Klassenlotterie Berlin,Handwerksinnungen,0
Landesarbeitsgericht Berlin-Brandenburg,Bezirksamt Mitte,0
Berliner Wasserbetriebe (BWB),Unfallkasse Berlin,0
Wohnraumversorgung Berlin,Amtsgericht Spandau,0
Polizei Berlin,Finanzamt Friedrichshain-Kreuzberg,0
Bezirksamt Spandau,Senatsverwaltung für Finanzen,0
Berliner Bäderbetriebe,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Kassenzahnärztliche Vereinigung Berlin,Bezirksamt Reinickendorf,0
Ärztekammer Berlin,Steuerberaterkammer Berlin,0
Amtsgericht Spandau,Landesverwaltungsamt,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Bezirksamt Mitte,0
Bezirksamt Reinickendorf,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Landesverwaltungsamt,Stiftung Bröhan-Museum,0
Investitionsbank Berlin,Verfassungsgerichtshof des Landes Berlin,0
Finanzamt Friedrichshain-Kreuzberg,Bezirksamt Pankow,0
Verwaltungsgericht Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Senatsverwaltung für Finanzen,Landesarbeitsgericht Berlin-Brandenburg,0
Maxim Gorki Theater,Berliner Bäderbetriebe,0
Stiftung Preußischer Kulturbesitz,Bezirksamt Spandau,90
Jugendstrafanstalt Berlin,Polizei Berlin,0
Finanzamt Lichtenberg,Wohnraumversorgung Berlin,0
Bezirksamt Pankow,Verfassungsgerichtshof des Landes Berlin,0
Abgeordnetenhaus von Berlin,Finanzamt Friedrichshain-Kreuzberg,0
Finanzamt für Körperschaften II,Maxim Gorki Theater,126
Bezirksamt Mitte,Bezirksamt Mitte,0
Stiftung Bröhan-Museum,Landesverwaltungsamt,144
Landesfinanzservice (inkl. Landeshauptkasse),Justizvollzugsanstalt für Frauen Berlin,0
Amtsanwaltschaft Berlin,Investitionsbank Berlin,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Bezirksamt Pankow,0
Handwerksinnungen,Wiedergutmachungsämter von Berlin,0
Verfassungsgerichtshof des Landes Berlin,Verfassungsgerichtshof des Landes Berlin,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Stiftung Stadtmuseum Berlin,90
Pflanzenschutzamt Berlin,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Technische Universität Berlin,Senatsverwaltung für Kultur und Europa,0
Verkehrslenkung Berlin,Bezirksamt Reinickendorf,36
Unfallkasse Berlin,Stiftung Bröhan-Museum,0
Finanzamt Charlottenburg,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Technische Universität Berlin,0
Wiedergutmachungsämter von Berlin,Landesverwaltungsamt,0
Stiftung Stadtmuseum Berlin,Kassenzahnärztliche Vereinigung Berlin,0
Finanzamt Reinickendorf,Finanzamt Reinickendorf,0
Justizvollzugsanstalt für Frauen Berlin,Verfassungsgerichtshof des Landes Berlin,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Steuerberaterkammer Berlin,0
Steuerberaterkammer Berlin,Pflanzenschutzamt Berlin,0
Finanzamt Marzahn-Hellersdorf,Finanzamt für Körperschaften II,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Deutsche Klassenlotterie Berlin,72
Senatsverwaltung für Kultur und Europa,Stiftung Preußischer Kulturbesitz,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Amtsgericht Spandau,0
Pestalozzi-Fröbel-Haus,Wohnraumversorgung Berlin,18
Amtsgericht Lichtenberg,Stiftung Preußischer Kulturbesitz,0
Deutsche Klassenlotterie Berlin,Stiftung Bröhan-Museum,36
Landesarbeitsgericht Berlin-Brandenburg,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Berliner Wasserbetriebe (BWB),Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Wohnraumversorgung Berlin,Wiedergutmachungsämter von Berlin,0
Polizei Berlin,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Bezirksamt Spandau,Ärztekammer Berlin,0
Berliner Bäderbetriebe,Senatsverwaltung für Finanzen,0
Kassenzahnärztliche Vereinigung Berlin,Verkehrslenkung Berlin,0
Ärztekammer Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Amtsgericht Spandau,Senatsverwaltung für Finanzen,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Stiftung Stadtmuseum Berlin,0
Bezirksamt Reinickendorf,Ärztekammer Berlin,0
Landesverwaltungsamt,Amtsgericht Lichtenberg,0
Investitionsbank Berlin,Stiftung Preußischer Kulturbesitz,0
Finanzamt Friedrichshain-Kreuzberg,Berliner Bäderbetriebe,0
Verwaltungsgericht Berlin,Amtsgericht Lichtenberg,0
Senatsverwaltung für Finanzen,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",162
Maxim Gorki Theater,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Stiftung Preußischer Kulturbesitz,Abgeordnetenhaus von Berlin,0
Jugendstrafanstalt Berlin,Senatsverwaltung für Kultur und Europa,0
Finanzamt Lichtenberg,Finanzamt Charlottenburg,0
Bezirksamt Pankow,Unfallkasse Berlin,0
Abgeordnetenhaus von Berlin,Finanzamt Marzahn-Hellersdorf,0
Finanzamt für Körperschaften II,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Bezirksamt Mitte,Finanzamt Charlottenburg,0
Stiftung Bröhan-Museum,Amtsgericht Spandau,0
Landesfinanzservice (inkl. Landeshauptkasse),Landesfinanzservice (inkl. Landeshauptkasse),0
Amtsanwaltschaft Berlin,Investitionsbank Berlin,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Pflanzenschutzamt Berlin,0
Handwerksinnungen,Finanzamt Reinickendorf,0
Verfassungsgerichtshof des Landes Berlin,Bezirksamt Pankow,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Verwaltungsgericht Berlin,0
Pflanzenschutzamt Berlin,Unfallkasse Berlin,0
Technische Universität Berlin,Polizei Berlin,0
Verkehrslenkung Berlin,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Unfallkasse Berlin,Investitionsbank Berlin,0
Finanzamt Charlottenburg,Stiftung Stadtmuseum Berlin,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Steuerberaterkammer Berlin,0
Wiedergutmachungsämter von Berlin,Pestalozzi-Fröbel-Haus,0
Stiftung Stadtmuseum Berlin,Handwerksinnungen,0
Finanzamt Reinickendorf,Technische Universität Berlin,0
Justizvollzugsanstalt für Frauen Berlin,Amtsanwaltschaft Berlin,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Handwerksinnungen,0
Steuerberaterkammer Berlin,Investitionsbank Berlin,0
Finanzamt Marzahn-Hellersdorf,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",126
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung","Landesamt für Bergbau, Geologie und Rohstoffe",0
Senatsverwaltung für Kultur und Europa,Amtsanwaltschaft Berlin,144
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Wohnraumversorgung Berlin,180
Pestalozzi-Fröbel-Haus,Abgeordnetenhaus von Berlin,0
Amtsgericht Lichtenberg,Finanzamt Charlottenburg,0
Deutsche Klassenlotterie Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Landesarbeitsgericht Berlin-Brandenburg,Finanzamt Charlottenburg,0
Berliner Wasserbetriebe (BWB),Unfallkasse Berlin,0
Wohnraumversorgung Berlin,Polizei Berlin,0
Polizei Berlin,Steuerberaterkammer Berlin,0
Bezirksamt Spandau,Polizei Berlin,0
Berliner Bäderbetriebe,Pestalozzi-Fröbel-Haus,0
Kassenzahnärztliche Vereinigung Berlin,Ärztekammer Berlin,0
Ärztekammer Berlin,Amtsanwaltschaft Berlin,0
Amtsgericht Spandau,Pestalozzi-Fröbel-Haus,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Verwaltungsgericht Berlin,0
Bezirksamt Reinickendorf,Finanzamt Marzahn-Hellersdorf,18
Landesverwaltungsamt,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,198
Investitionsbank Berlin,Amtsgericht Lichtenberg,0
Finanzamt Friedrichshain-Kreuzberg,Berliner Wasserbetriebe (BWB),0
Verwaltungsgericht Berlin,Stiftung Preußischer Kulturbesitz,0
Senatsverwaltung für Finanzen,Steuerberaterkammer Berlin,0
Maxim Gorki Theater,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Stiftung Preußischer Kulturbesitz,Landesverwaltungsamt,0
Jugendstrafanstalt Berlin,Wohnraumversorgung Berlin,198
Finanzamt Lichtenberg,Steuerberaterkammer Berlin,0
Bezirksamt Pankow,Stiftung Stadtmuseum Berlin,0
Abgeordnetenhaus von Berlin,Abgeordnetenhaus von Berlin,0
Finanzamt für Körperschaften II,Bezirksamt Mitte,0
Bezirksamt Mitte,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Stiftung Bröhan-Museum,Wohnraumversorgung Berlin,0
Landesfinanzservice (inkl. Landeshauptkasse),"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Amtsanwaltschaft Berlin,Senatsverwaltung für Finanzen,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Verwaltungsgericht Berlin,0
Handwerksinnungen,Pestalozzi-Fröbel-Haus,0
Verfassungsgerichtshof des Landes Berlin,Abgeordnetenhaus von Berlin,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Jugendstrafanstalt Berlin,0
Pflanzenschutzamt Berlin,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Technische Universität Berlin,Deutsche Klassenlotterie Berlin,18
Verkehrslenkung Berlin,Verfassungsgerichtshof des Landes Berlin,0
Unfallkasse Berlin,Polizei Berlin,18
Finanzamt Charlottenburg,Finanzamt Marzahn-Hellersdorf,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Finanzamt Lichtenberg,0
Wiedergutmachungsämter von Berlin,Amtsanwaltschaft Berlin,0
Stiftung Stadtmuseum Berlin,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Finanzamt Reinickendorf,Investitionsbank Berlin,0
Justizvollzugsanstalt für Frauen Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
"Landesamt für Bergbau, Geologie und Rohstoffe",Handwerksinnungen,198
Steuerberaterkammer Berlin,Landesverwaltungsamt,0
Finanzamt Marzahn-Hellersdorf,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Berliner Bäderbetriebe,0
Senatsverwaltung für Kultur und Europa,Investitionsbank Berlin,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Jugendstrafanstalt Berlin,0
Pestalozzi-Fröbel-Haus,Berliner Bäderbetriebe,0
Amtsgericht Lichtenberg,Bezirksamt Reinickendorf,0
Deutsche Klassenlotterie Berlin,Bezirksamt Pankow,0
Landesarbeitsgericht Berlin-Brandenburg,Finanzamt Reinickendorf,0
Berliner Wasserbetriebe (BWB),Senatsverwaltung für Finanzen,54
Wohnraumversorgung Berlin,Stiftung Preußischer Kulturbesitz,0
Polizei Berlin,Amtsanwaltschaft Berlin,0
Bezirksamt Spandau,Stiftung Preußischer Kulturbesitz,72
Berliner Bäderbetriebe,Finanzamt Charlottenburg,0
Kassenzahnärztliche Vereinigung Berlin,Deutsche Klassenlotterie Berlin,0
Ärztekammer Berlin,Bezirksamt Mitte,198
Amtsgericht Spandau,Verkehrslenkung Berlin,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Stiftung Preußischer Kulturbesitz,0
Bezirksamt Reinickendorf,Senatsverwaltung für Kultur und Europa,0
Landesverwaltungsamt,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Investitionsbank Berlin,Finanzamt Reinickendorf,0
Finanzamt Friedrichshain-Kreuzberg,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Verwaltungsgericht Berlin,Investitionsbank Berlin,0
Senatsverwaltung für Finanzen,Investitionsbank Berlin,0
Maxim Gorki Theater,Amtsanwaltschaft Berlin,0
Stiftung Preußischer Kulturbesitz,Wiedergutmachungsämter von Berlin,0
Jugendstrafanstalt Berlin,Bezirksamt Mitte,0
Finanzamt Lichtenberg,Kassenzahnärztliche Vereinigung Berlin,0
Bezirksamt Pankow,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Abgeordnetenhaus von Berlin,Amtsgericht Lichtenberg,0
Finanzamt für Körperschaften II,Finanzamt Lichtenberg,0
Bezirksamt Mitte,Jugendstrafanstalt Berlin,126
Stiftung Bröhan-Museum,Stiftung Preußischer Kulturbesitz,0
Landesfinanzservice (inkl. Landeshauptkasse),Bezirksamt Pankow,0
Amtsanwaltschaft Berlin,Deutsche Klassenlotterie Berlin,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Amtsanwaltschaft Berlin,0
Handwerksinnungen,Senatsverwaltung für Finanzen,0
Verfassungsgerichtshof des Landes Berlin,Senatsverwaltung für Kultur und Europa,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Pflanzenschutzamt Berlin,Finanzamt Reinickendorf,0
Technische Universität Berlin,Senatsverwaltung für Finanzen,0
Verkehrslenkung Berlin,Bezirksamt Pankow,0
Unfallkasse Berlin,Finanzamt für Körperschaften II,0
Finanzamt Charlottenburg,Unfallkasse Berlin,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),"Senatsverwaltung für Wirtschaft, Energie und Betriebe",144
Wiedergutmachungsämter von Berlin,Wiedergutmachungsämter von Berlin,0
Stiftung Stadtmuseum Berlin,Landesverwaltungsamt,0
Finanzamt Reinickendorf,Stiftung Stadtmuseum Berlin,54
Justizvollzugsanstalt für Frauen Berlin,Bezirksamt Reinickendorf,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Unfallkasse Berlin,0
Steuerberaterkammer Berlin,Finanzamt Lichtenberg,0
Finanzamt Marzahn-Hellersdorf,Pestalozzi-Fröbel-Haus,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Berliner Wasserbetriebe (BWB),0
Senatsverwaltung für Kultur und Europa,Berliner Wasserbetriebe (BWB),0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Bezirksamt Pankow,0
Pestalozzi-Fröbel-Haus,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Amtsgericht Lichtenberg,Technische Universität Berlin,0
Deutsche Klassenlotterie Berlin,Abgeordnetenhaus von Berlin,0
Landesarbeitsgericht Berlin-Brandenburg,Polizei Berlin,0
Berliner Wasserbetriebe (BWB),Senatsverwaltung für Kultur und Europa,0
Wohnraumversorgung Berlin,Finanzamt Marzahn-Hellersdorf,0
Polizei Berlin,Jugendstrafanstalt Berlin,0
Bezirksamt Spandau,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Berliner Bäderbetriebe,Landesverwaltungsamt,0
Kassenzahnärztliche Vereinigung Berlin,Pflanzenschutzamt Berlin,0
Ärztekammer Berlin,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Amtsgericht Spandau,Amtsanwaltschaft Berlin,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Finanzamt für Körperschaften II,0
Bezirksamt Reinickendorf,Senatsverwaltung für Finanzen,0
Landesverwaltungsamt,Finanzamt Reinickendorf,0
Investitionsbank Berlin,Stiftung Stadtmuseum Berlin,0
Finanzamt Friedrichshain-Kreuzberg,Finanzamt für Körperschaften II,0
Verwaltungsgericht Berlin,Finanzamt Charlottenburg,54
Senatsverwaltung für Finanzen,Stiftung Stadtmuseum Berlin,0
Maxim Gorki Theater,Deutsche Klassenlotterie Berlin,0
Stiftung Preußischer Kulturbesitz,Finanzamt Lichtenberg,0
Jugendstrafanstalt Berlin,Jugendstrafanstalt Berlin,0
Finanzamt Lichtenberg,Maxim Gorki Theater,0
Bezirksamt Pankow,Stiftung Bröhan-Museum,0
Abgeordnetenhaus von Berlin,Stiftung Preußischer Kulturbesitz,0
Finanzamt für Körperschaften II,Jugendstrafanstalt Berlin,0
Bezirksamt Mitte,Bezirksamt Pankow,36
Stiftung Bröhan-Museum,Pflanzenschutzamt Berlin,0
Landesfinanzservice (inkl. Landeshauptkasse),Amtsgericht Spandau,0
Amtsanwaltschaft Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Handwerksinnungen,Amtsgericht Spandau,0
Verfassungsgerichtshof des Landes Berlin,Ärztekammer Berlin,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Technische Universität Berlin,0
Pflanzenschutzamt Berlin,Amtsanwaltschaft Berlin,0
Technische Universität Berlin,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Verkehrslenkung Berlin,Landesverwaltungsamt,0
Unfallkasse Berlin,Finanzamt für Körperschaften II,0
Finanzamt Charlottenburg,Finanzamt Reinickendorf,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Pflanzenschutzamt Berlin,0
Wiedergutmachungsämter von Berlin,Bezirksamt Pankow,0
Stiftung Stadtmuseum Berlin,Steuerberaterkammer Berlin,0
Finanzamt Reinickendorf,Bezirksamt Mitte,0
Justizvollzugsanstalt für Frauen Berlin,"Landesamt für Bergbau, Geologie und Rohstoffe",0
"Landesamt für Bergbau, Geologie und Rohstoffe",Stiftung Stadtmuseum Berlin,0
Steuerberaterkammer Berlin,Pflanzenschutzamt Berlin,0
Finanzamt Marzahn-Hellersdorf,Landesfinanzservice (inkl. Landeshauptkasse),0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Finanzamt Reinickendorf,0
Senatsverwaltung für Kultur und Europa,Landesarbeitsgericht Berlin-Brandenburg,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Stiftung Preußischer Kulturbesitz,0
Pestalozzi-Fröbel-Haus,Senatsverwaltung für Finanzen,0
Amtsgericht Lichtenberg,Pflanzenschutzamt Berlin,0
Deutsche Klassenlotterie Berlin,Finanzamt Charlottenburg,0
Landesarbeitsgericht Berlin-Brandenburg,Finanzamt Charlottenburg,144
Berliner Wasserbetriebe (BWB),"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Wohnraumversorgung Berlin,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),198
Polizei Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Bezirksamt Spandau,Finanzamt Marzahn-Hellersdorf,0
Berliner Bäderbetriebe,Amtsgericht Lichtenberg,0
Kassenzahnärztliche Vereinigung Berlin,Abgeordnetenhaus von Berlin,0
Ärztekammer Berlin,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Amtsgericht Spandau,Finanzamt Charlottenburg,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Stiftung Bröhan-Museum,0
Bezirksamt Reinickendorf,Amtsanwaltschaft Berlin,0
Landesverwaltungsamt,Pestalozzi-Fröbel-Haus,0
Investitionsbank Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Finanzamt Friedrichshain-Kreuzberg,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Verwaltungsgericht Berlin,Handwerksinnungen,0
Senatsverwaltung für Finanzen,Bezirksamt Spandau,0
Maxim Gorki Theater,Bezirksamt Reinickendorf,0
Stiftung Preußischer Kulturbesitz,Bezirksamt Reinickendorf,0
Jugendstrafanstalt Berlin,Bezirksamt Mitte,0
Finanzamt Lichtenberg,Bezirksamt Spandau,0
Bezirksamt Pankow,Amtsgericht Spandau,0
Abgeordnetenhaus von Berlin,Finanzamt Charlottenburg,0
Finanzamt für Körperschaften II,Stiftung Stadtmuseum Berlin,0
Bezirksamt Mitte,Stiftung Stadtmuseum Berlin,0
Stiftung Bröhan-Museum,Polizei Berlin,0
Landesfinanzservice (inkl. Landeshauptkasse),Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Amtsanwaltschaft Berlin,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Deutsche Klassenlotterie Berlin,0
Handwerksinnungen,Polizei Berlin,0
Verfassungsgerichtshof des Landes Berlin,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Bezirksamt Reinickendorf,0
Pflanzenschutzamt Berlin,Technische Universität Berlin,54
Technische Universität Berlin,Kassenzahnärztliche Vereinigung Berlin,0
Verkehrslenkung Berlin,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Unfallkasse Berlin,Deutsche Klassenlotterie Berlin,0
Finanzamt Charlottenburg,Amtsgericht Lichtenberg,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),"Landesamt für Bergbau, Geologie und Rohstoffe",0
Wiedergutmachungsämter von Berlin,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Stiftung Stadtmuseum Berlin,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Finanzamt Reinickendorf,Ärztekammer Berlin,108
Justizvollzugsanstalt für Frauen Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Wiedergutmachungsämter von Berlin,0
